"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
AK,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.400,,04/01/2019,09/30/2020
AK,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.074,,04/01/2019,09/30/2020
AK,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.676,,04/01/2019,09/30/2020
AK,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.383,,04/01/2019,09/30/2020
AK,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.104,,04/01/2019,09/30/2020
AK,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.674,,04/01/2019,09/30/2020
AK,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.977,,04/01/2019,09/30/2020
AK,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,2.085,,04/01/2019,09/30/2020
AK,HAI_3_SIR,SSI - Colon Surgery,1.453,,04/01/2019,09/30/2020
AK,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.252,,04/01/2019,09/30/2020
AK,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.913,,04/01/2019,09/30/2020
AK,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.793,,04/01/2019,09/30/2020
AK,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.223,,04/01/2019,09/30/2020
AK,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.913,,04/01/2019,09/30/2020
AK,HAI_5_SIR,MRSA Bacteremia,0.481,,04/01/2019,09/30/2020
AK,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.455,,04/01/2019,09/30/2020
AK,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.733,,04/01/2019,09/30/2020
AK,HAI_6_SIR,Clostridium Difficile (C.Diff),0.582,,04/01/2019,09/30/2020
AL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.769,,04/01/2019,09/30/2020
AL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.975,,04/01/2019,09/30/2020
AL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.867,,04/01/2019,09/30/2020
AL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.585,,04/01/2019,09/30/2020
AL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.727,,04/01/2019,09/30/2020
AL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.653,,04/01/2019,09/30/2020
AL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.413,,04/01/2019,09/30/2020
AL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.627,,04/01/2019,09/30/2020
AL,HAI_3_SIR,SSI - Colon Surgery,0.512,,04/01/2019,09/30/2020
AL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.592,,04/01/2019,09/30/2020
AL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.020,,04/01/2019,09/30/2020
AL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.784,,04/01/2019,09/30/2020
AL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.006,,04/01/2019,09/30/2020
AL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.304,,04/01/2019,09/30/2020
